s,H/h,S0,type,R/h
0.176326980708465,0.107555555555556,3.90078113648838,NB,0.323555555555556
0.176326980708465,0.0764444444444444,4.62695252367922,NB,0.222222222222222
0.176326980708465,0.072,4.76762138904135,NB,0.229333333333333
0.176326980708465,0.0497777777777778,5.73390186031543,NB,0.146222222222222
0.176326980708465,0.151,3.2921493885395,NB,0.54
0.176326980708465,0.121,3.677691724714,NB,0.353
0.176326980708465,0.091,4.2407953160709,NB,0.2545
0.176326980708465,0.086,4.36233267429572,NB,0.2545
0.176326980708465,0.056,5.4059745174496,NB,0.154
0.176326980708465,0.166857142857143,3.13181144099294,NB,0.553714285714286
0.176326980708465,0.132571428571429,3.51352493168015,NB,0.405714285714286
0.176326980708465,0.109714285714286,3.86221474632001,NB,0.535428571428571
0.176326980708465,0.104,3.96690078004325,NB,0.295428571428571
0.176326980708465,0.0982857142857143,4.08058856858597,NB,0.293714285714286
0.176326980708465,0.064,5.05682612148175,NB,0.188571428571429
0.176326980708465,0.178,3.03220113903409,NB,0.592666666666667
0.176326980708465,0.168,3.12114084288179,NB,0.592666666666667
0.176326980708465,0.128,3.57571604178101,NB,0.431333333333333
0.176326980708465,0.0946666666666667,4.15785619920029,NB,0.304666666666667
0.176326980708465,0.088,4.31247580634269,NB,0.304666666666667
0.176326980708465,0.068,4.90584193629453,NB,0.202666666666667
0.176326980708465,0.2096,2.79429573931396,NB,0.6712
0.176326980708465,0.1616,3.18234550917439,NB,0.5128
0.176326980708465,0.1136,3.79558605194115,NB,0.3816
0.176326980708465,0.0736,4.71551467271695,NB,0.2344
0.176326980708465,0.257,2.52348917474224,NB,0.836
0.176326980708465,0.252,2.54840082680686,NB,0.807
0.176326980708465,0.142,3.39487537063619,NB,0.488
0.176326980708465,0.137,3.45627049650406,NB,0.473
0.176326980708465,0.102,4.00560316755634,NB,0.679
0.176326980708465,0.082,4.46746420552302,NB,0.261
0.176326980708465,0.296,2.35137638464128,NB,0.958666666666667
0.176326980708465,0.242666666666667,2.59694615698965,NB,0.78
0.176326980708465,0.162666666666667,3.17189442837362,NB,0.566666666666667
0.176326980708465,0.109333333333333,3.8689374924806,NB,0.334666666666667
0.176326980708465,0.424,1.96464948807766,NB,1.25
0.176326980708465,0.324,2.24747827621411,NB,0.92
0.176326980708465,0.204,2.8323891625214,NB,0.624
0.176326980708465,0.134,3.49474593600251,NB,0.526
0.267949192431123,0.134222222222222,5.30627161529057,NB,0.376888888888889
0.267949192431123,0.103111111111111,6.05409115501943,NB,0.286222222222222
